session ID,page_name
4400,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale', 'Sale', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4401,"['Blouses', 'Blouses', 'Blouses', 'Skirts', 'Blouses', 'Blouses']"
4402,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Trousers']"
4403,"['Skirts', 'Skirts']"
4404,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4405,"['Skirts', 'Skirts', 'Skirts', 'Skirts']"
4406,"['Trousers', 'Trousers']"
4407,"['Trousers', 'Trousers', 'Skirts', 'Skirts', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers']"
4408,"['Blouses', 'Blouses']"
4409,"['Trousers', 'Blouses', 'Blouses']"
4410,"['Trousers', 'Trousers', 'Trousers']"
4411,"['Skirts', 'Skirts', 'Trousers', 'Trousers']"
4412,"['Skirts', 'Skirts', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Skirts']"
4413,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses']"
4414,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Blouses', 'Blouses']"
4415,"['Sale', 'Sale', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Sale', 'Trousers', 'Trousers']"
4416,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4417,"['Trousers', 'Trousers', 'Sale']"
4418,"['Trousers', 'Trousers', 'Trousers']"
4419,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4420,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Trousers', 'Trousers']"
4421,"['Trousers', 'Trousers', 'Trousers']"
4422,"['Sale', 'Sale', 'Sale', 'Sale']"
4423,"['Trousers', 'Trousers', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4424,"['Trousers', 'Trousers']"
4426,"['Skirts', 'Trousers']"
4427,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Blouses']"
4428,"['Skirts', 'Skirts', 'Skirts', 'Trousers']"
4429,"['Blouses', 'Trousers']"
4430,"['Skirts', 'Skirts']"
4431,"['Skirts', 'Trousers', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Skirts']"
4432,"['Trousers', 'Trousers']"
4433,"['Blouses', 'Sale', 'Sale', 'Sale']"
4434,"['Skirts', 'Skirts', 'Blouses']"
4435,"['Trousers', 'Blouses', 'Blouses', 'Blouses']"
4436,"['Skirts', 'Skirts']"
4437,"['Sale', 'Sale']"
4438,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4439,"['Blouses', 'Blouses', 'Blouses', 'Blouses']"
4440,"['Skirts', 'Skirts', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers']"
4441,"['Sale', 'Sale', 'Sale', 'Trousers']"
4442,"['Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4443,"['Sale', 'Sale']"
4445,"['Blouses', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale']"
4446,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts']"
4449,"['Blouses', 'Blouses', 'Sale']"
4451,"['Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Blouses', 'Blouses']"
4452,"['Skirts', 'Skirts', 'Skirts']"
4453,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4454,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale', 'Sale', 'Sale', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4455,"['Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Skirts']"
4456,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4457,"['Trousers', 'Skirts', 'Blouses', 'Blouses']"
4458,"['Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4459,"['Sale', 'Sale', 'Blouses', 'Blouses', 'Skirts', 'Blouses']"
4460,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses']"
4463,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Sale', 'Sale']"
4464,"['Sale', 'Sale', 'Sale']"
4465,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale']"
4467,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4468,"['Sale', 'Sale', 'Sale', 'Skirts']"
4469,"['Sale', 'Sale', 'Trousers', 'Blouses', 'Blouses', 'Trousers', 'Sale']"
4470,"['Trousers', 'Blouses']"
4474,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Trousers', 'Sale', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Trousers', 'Sale']"
4475,"['Trousers', 'Trousers', 'Trousers', 'Trousers']"
4476,"['Trousers', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4478,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4481,"['Trousers', 'Sale', 'Trousers']"
4482,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale']"
4483,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4484,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4485,"['Blouses', 'Blouses', 'Sale']"
4486,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale']"
4487,"['Sale', 'Sale', 'Sale', 'Trousers', 'Trousers', 'Skirts']"
4488,"['Sale', 'Sale', 'Sale', 'Blouses']"
4490,"['Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4491,"['Trousers', 'Trousers']"
4492,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4493,"['Skirts', 'Skirts', 'Skirts', 'Trousers', 'Blouses', 'Blouses']"
4494,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses']"
4495,"['Skirts', 'Skirts', 'Trousers', 'Trousers', 'Trousers', 'Blouses']"
4496,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4497,"['Skirts', 'Skirts']"
4498,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4499,"['Sale', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Sale', 'Blouses', 'Blouses', 'Blouses', 'Sale']"
4500,"['Sale', 'Sale', 'Sale', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4501,"['Sale', 'Sale']"
4502,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4503,"['Blouses', 'Blouses', 'Blouses', 'Blouses']"
4504,"['Trousers', 'Trousers']"
4505,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4506,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4507,"['Skirts', 'Skirts', 'Sale', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4509,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4510,"['Trousers', 'Blouses', 'Trousers', 'Skirts']"
4511,"['Trousers', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4513,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale']"
4514,"['Skirts', 'Skirts', 'Skirts', 'Blouses']"
4517,"['Blouses', 'Blouses', 'Blouses']"
4518,"['Trousers', 'Trousers', 'Trousers', 'Trousers']"
4519,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Skirts', 'Skirts', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4520,"['Skirts', 'Skirts', 'Sale', 'Sale', 'Sale']"
4521,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4523,"['Sale', 'Trousers']"
4525,"['Skirts', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4526,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Skirts', 'Sale', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses']"
4527,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4528,"['Skirts', 'Blouses']"
4529,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers']"
4530,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4532,"['Skirts', 'Skirts', 'Trousers']"
4533,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4534,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4535,"['Skirts', 'Skirts', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Skirts', 'Skirts', 'Skirts']"
4536,"['Skirts', 'Blouses', 'Blouses', 'Blouses']"
4537,"['Sale', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Blouses', 'Blouses', 'Blouses']"
4538,"['Sale', 'Sale', 'Sale', 'Sale', 'Trousers', 'Trousers']"
4540,"['Skirts', 'Skirts']"
4541,"['Trousers', 'Trousers', 'Trousers']"
4542,"['Blouses', 'Blouses']"
4543,"['Sale', 'Blouses']"
4544,"['Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4545,"['Trousers', 'Skirts']"
4546,"['Trousers', 'Blouses', 'Sale', 'Sale', 'Sale']"
4547,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4548,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4549,"['Sale', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4550,"['Blouses', 'Blouses', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses']"
4551,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale', 'Sale', 'Sale', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Trousers', 'Trousers']"
4552,"['Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale', 'Sale']"
4553,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4556,"['Blouses', 'Trousers']"
4557,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4558,"['Skirts', 'Blouses', 'Sale', 'Sale']"
4559,"['Sale', 'Trousers']"
4560,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Skirts']"
4561,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4562,"['Sale', 'Sale']"
4563,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale', 'Sale', 'Sale']"
4564,"['Skirts', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale']"
4565,"['Skirts', 'Sale', 'Sale', 'Sale', 'Sale', 'Skirts']"
4566,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4568,"['Trousers', 'Trousers', 'Trousers']"
4569,"['Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers']"
4570,"['Blouses', 'Skirts', 'Trousers']"
4571,"['Trousers', 'Trousers']"
4573,"['Trousers', 'Trousers', 'Skirts', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4574,"['Trousers', 'Trousers', 'Skirts', 'Skirts']"
4575,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4576,"['Skirts', 'Skirts', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Blouses', 'Blouses', 'Skirts', 'Skirts', 'Skirts', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4577,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses']"
4578,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses']"
4579,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses', 'Trousers', 'Blouses']"
4581,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Trousers', 'Trousers']"
4583,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers']"
4584,"['Sale', 'Sale', 'Sale']"
4585,"['Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts']"
4592,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses']"
4594,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Skirts', 'Trousers']"
4595,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4596,"['Trousers', 'Trousers', 'Blouses', 'Blouses', 'Sale', 'Sale']"
4597,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Trousers', 'Trousers']"
4598,"['Sale', 'Sale', 'Sale', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers']"
4599,"['Trousers', 'Trousers', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Sale']"
4601,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4602,"['Blouses', 'Blouses', 'Blouses', 'Blouses']"
4603,"['Trousers', 'Trousers', 'Blouses', 'Blouses', 'Trousers', 'Skirts']"
4604,"['Skirts', 'Skirts']"
4606,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses']"
4607,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale', 'Sale', 'Sale']"
4608,"['Trousers', 'Trousers', 'Blouses', 'Skirts']"
4609,"['Skirts', 'Skirts', 'Skirts', 'Blouses']"
4612,"['Trousers', 'Trousers', 'Trousers', 'Trousers']"
4613,"['Sale', 'Blouses', 'Blouses', 'Trousers']"
4614,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Sale']"
4615,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale']"
4616,"['Skirts', 'Skirts', 'Skirts']"
4619,"['Trousers', 'Trousers']"
4620,"['Sale', 'Sale', 'Sale']"
4621,"['Trousers', 'Trousers', 'Sale', 'Sale']"
4622,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts']"
4623,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4625,"['Sale', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4626,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale']"
4627,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale', 'Sale']"
4628,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4629,"['Sale', 'Sale', 'Skirts', 'Trousers', 'Trousers']"
4630,"['Trousers', 'Trousers', 'Trousers', 'Trousers', 'Skirts', 'Skirts', 'Blouses', 'Blouses', 'Blouses', 'Blouses', 'Sale', 'Sale']"
4631,"['Blouses', 'Blouses', 'Blouses', 'Blouses', 'Trousers', 'Trousers', 'Trousers', 'Blouses']"
4632,"['Skirts', 'Blouses', 'Blouses', 'Blouses']"
4633,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Blouses', 'Trousers', 'Skirts', 'Skirts']"
4634,"['Trousers', 'Trousers']"
4635,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Sale', 'Skirts', 'Skirts', 'Blouses', 'Blouses']"
4636,"['Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
4638,"['Sale', 'Trousers', 'Blouses']"
4641,"['Trousers', 'Trousers', 'Blouses']"
4642,"['Trousers', 'Trousers', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts', 'Skirts']"
